show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,month_name,duration_minutes,duration_seasons,primary_country,primary_genre,content_age_at_addition,is_multi_country,is_multi_genre,genre_count,cast_count,era,rating_category
s07031,Movie,Untitled Film 3343,Director 103,"Actor 369, Actor 133, Actor 429",United States,2020-01-09,2007,TV-MA,113 min,Classic Movies,"Secrets buried for decades resurface, threatening to destroy everything.",2020,1,Jan,113.0,,United States,Classic Movies,13.0,0,0,1,3,2000s,Adults
s07032,Movie,Untitled Film 432,Director 114,"Actor 256, Actor 65, Actor 441",United States,2010-01-19,2002,R,72 min,"Sports Movies, Romantic Movies","When the rules no longer apply, how far will you go to protect what you love?",2010,1,Jan,72.0,,United States,Sports Movies,8.0,0,1,2,3,2000s,Adults
s07033,Movie,Untitled Film 1431,Unknown,"Actor 129, Actor 89, Actor 143, Actor 210, Actor 412","United States, Brazil",2017-02-21,1964,TV-14,105 min,"Children & Family Movies, Classic Movies, International Movies",Ancient myths intertwine with modern life in this visually stunning epic.,2017,2,Feb,105.0,,United States,Children & Family Movies,53.0,1,1,3,5,Pre-1980s,Teens
s07034,Movie,Untitled Film 1347,Director 122,"Actor 68, Actor 444, Actor 38, Takuya Kimura, Actor 420","United Kingdom, India",2016-09-24,2005,G,144 min,Anime Features,A detective must race against time to solve a series of mysterious disappearances.,2016,9,Sep,144.0,,United Kingdom,Anime Features,11.0,1,0,1,5,2000s,Kids
s07035,TV Show,Untitled Series 454,Director 170,"Actor 304, Actor 4, Actor 191, Actor 408, Actor 195",Mexico,2018-04-25,2008,TV-PG,4 Seasons,Docuseries,"In a world on the brink of collapse, one person holds the key to salvation.",2018,4,Apr,,4.0,Mexico,Docuseries,10.0,0,0,1,5,2000s,Teens
s07036,Movie,Untitled Film 4045,Director 190,"Actor 171, Actor 297, Actor 114, Actor 335, Actor 68",United States,2021-11-07,2019,R,122 min,Faith & Spirituality,An unlikely friendship forms between two strangers in extraordinary circumstances.,2021,11,Nov,122.0,,United States,Faith & Spirituality,2.0,0,0,1,5,2010s,Adults
s07037,Movie,Untitled Film 6002,Director 134,"Actor 199, Actor 19, Actor 494, Actor 226, Actor 108, Actor 377, Actor 287",India,2020-02-02,1977,PG,183 min,Children & Family Movies,"When the rules no longer apply, how far will you go to protect what you love?",2020,2,Feb,183.0,,India,Children & Family Movies,43.0,0,0,1,7,Pre-1980s,Teens
s07038,Movie,Untitled Film 5960,Director 71,"Javier Bardem, Actor 125, Actor 118",United States,2018-01-11,1993,NR,166 min,Thrillers,"In a world on the brink of collapse, one person holds the key to salvation.",2018,1,Jan,166.0,,United States,Thrillers,25.0,0,0,1,3,1990s,Adults
s07039,Movie,Untitled Film 3645,Pedro Almodovar,"Actor 253, Actor 65, Actor 14, Actor 222, Actor 401, Actor 142, Actor 66",India,2011-02-25,1995,NR,83 min,Sports Movies,A gripping story of survival and redemption set against breathtaking landscapes.,2011,2,Feb,83.0,,India,Sports Movies,16.0,0,0,1,7,1990s,Adults
s07040,Movie,Untitled Film 5898,Director 117,"Actor 277, Actor 274, Actor 354, Antonio Banderas, Actor 447, Actor 39, Actor 46",United Kingdom,2009-08-10,1994,TV-MA,183 min,Music & Musicals,An unlikely friendship forms between two strangers in extraordinary circumstances.,2009,8,Aug,183.0,,United Kingdom,Music & Musicals,15.0,0,0,1,7,1990s,Adults
s07041,Movie,Untitled Film 4990,Director 109,"Actor 211, Actor 493, Amitabh Bachchan, Actor 20, Actor 370",United States,2014-06-04,2004,NR,96 min,"Anime Features, Classic Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2014,6,Jun,96.0,,United States,Anime Features,10.0,0,1,2,5,2000s,Adults
s07042,Movie,Untitled Film 2079,Director 172,"Actor 210, Actor 353, Actor 384, Actor 292, Actor 62",United States,2018-06-17,2013,PG,63 min,"Stand-Up Comedy, Classic Movies, Sports Movies",A detective must race against time to solve a series of mysterious disappearances.,2018,6,Jun,63.0,,United States,Stand-Up Comedy,5.0,0,1,3,5,2010s,Teens
s07043,Movie,Untitled Film 2693,Director 51,"Actor 194, Actor 102, Actor 464",United States,2012-02-09,1997,R,94 min,LGBTQ Movies,"Love, loss, and laughter collide in this heartwarming family drama.",2012,2,Feb,94.0,,United States,LGBTQ Movies,15.0,0,0,1,3,1990s,Adults
s07044,Movie,Untitled Film 1122,Director 184,"Actor 432, Actor 49, Actor 107",United States,2009-02-12,2000,R,171 min,"Classic Movies, Action & Adventure",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2009,2,Feb,171.0,,United States,Classic Movies,9.0,0,1,2,3,2000s,Adults
s07045,TV Show,Untitled Series 1348,Director 65,"Actor 113, Nicolas Cage, Actor 370",Italy,2019-10-15,1963,TV-Y,3 Seasons,"Teen TV Shows, TV Dramas",A single decision ripples through generations in this powerful generational saga.,2019,10,Oct,,3.0,Italy,Teen TV Shows,56.0,0,1,2,3,Pre-1980s,Kids
s07046,Movie,Untitled Film 4124,Director 12,"Actor 249, Actor 22, Actor 42, Actor 72, Actor 274",United States,2011-08-22,2016,R,159 min,"Comedies, Stand-Up Comedy","Secrets buried for decades resurface, threatening to destroy everything.",2011,8,Aug,159.0,,United States,Comedies,0.0,0,1,2,5,2010s,Adults
s07047,TV Show,Untitled Series 907,Director 122,"Actor 45, Actor 231, Actor 224, Actor 161, Actor 472","Mexico, Poland",2015-10-15,1966,TV-MA,1 Season,TV Comedies,A gripping story of survival and redemption set against breathtaking landscapes.,2015,10,Oct,,1.0,Mexico,TV Comedies,49.0,1,0,1,5,Pre-1980s,Adults
s07048,Movie,Untitled Film 949,Director 168,"Actor 337, Actor 203, Actor 395","United States, Argentina",2013-11-07,2000,PG,188 min,LGBTQ Movies,"When the rules no longer apply, how far will you go to protect what you love?",2013,11,Nov,188.0,,United States,LGBTQ Movies,13.0,1,0,1,3,2000s,Teens
s07049,Movie,Untitled Film 4002,Director 58,"Actor 165, Actor 414, Actor 457, Actor 93, Actor 220",United States,2011-01-27,2002,NR,158 min,Cult Movies,Ancient myths intertwine with modern life in this visually stunning epic.,2011,1,Jan,158.0,,United States,Cult Movies,9.0,0,0,1,5,2000s,Adults
s07050,Movie,Untitled Film 4690,Director 110,"Actor 115, Actor 141, Naseeruddin Shah, Actor 288, Actor 69, Actor 302, Actor 71","India, China",2010-10-15,1996,PG-13,185 min,"Classic Movies, Music & Musicals, Dramas","In a world on the brink of collapse, one person holds the key to salvation.",2010,10,Oct,185.0,,India,Classic Movies,14.0,1,1,3,7,1990s,Teens
s07051,Movie,Untitled Film 4301,Director 163,"Actor 137, Actor 249, Actor 186, Actor 128, Actor 160, Actor 380, Actor 163","India, Argentina",2016-04-15,1953,PG-13,132 min,Romantic Movies,A detective must race against time to solve a series of mysterious disappearances.,2016,4,Apr,132.0,,India,Romantic Movies,63.0,1,0,1,7,Pre-1980s,Teens
s07052,TV Show,Untitled Series 1723,Director 46,"Actor 171, Actor 300, Actor 201, Actor 288, Actor 322",China,2019-06-29,1984,TV-MA,1 Season,International TV Shows,A single decision ripples through generations in this powerful generational saga.,2019,6,Jun,,1.0,China,International TV Shows,35.0,0,0,1,5,1980s,Adults
s07053,Movie,Untitled Film 5658,Wong Kar-wai,"Actor 34, Actor 498, Actor 486, Actor 16, Actor 484","United Kingdom, Nigeria",2016-09-09,1971,R,115 min,"Classic Movies, LGBTQ Movies","When the rules no longer apply, how far will you go to protect what you love?",2016,9,Sep,115.0,,United Kingdom,Classic Movies,45.0,1,1,2,5,Pre-1980s,Adults
s07054,Movie,Untitled Film 2912,Park Chan-wook,"Actor 121, Actor 15, Nicolas Cage, Actor 268, Actor 384",Italy,2021-10-20,2010,TV-MA,185 min,Sports Movies,Ancient myths intertwine with modern life in this visually stunning epic.,2021,10,Oct,185.0,,Italy,Sports Movies,11.0,0,0,1,5,2010s,Adults
s07055,Movie,Untitled Film 4143,Denis Villeneuve,"Actor 172, Actor 94, Actor 229, Actor 95, Actor 494",Mexico,2011-10-14,1994,PG,142 min,"Children & Family Movies, Action & Adventure, Sci-Fi & Fantasy","When the rules no longer apply, how far will you go to protect what you love?",2011,10,Oct,142.0,,Mexico,Children & Family Movies,17.0,0,1,3,5,1990s,Teens
s07056,TV Show,Untitled Series 785,Director 60,"Actor 112, Actor 211, Actor 102","Brazil, Hong Kong",2017-06-08,1965,TV-Y,1 Season,"Teen TV Shows, TV Comedies","Secrets buried for decades resurface, threatening to destroy everything.",2017,6,Jun,,1.0,Brazil,Teen TV Shows,52.0,1,1,2,3,Pre-1980s,Kids
s07057,Movie,Untitled Film 2916,Director 178,"Actor 468, Actor 444, Actor 321, Actor 68, Actor 148",United States,2011-08-29,2019,NR,137 min,"Comedies, Thrillers",A single decision ripples through generations in this powerful generational saga.,2011,8,Aug,137.0,,United States,Comedies,0.0,0,1,2,5,2010s,Adults
s07058,Movie,Untitled Film 1678,Hayao Miyazaki,"Actor 334, Actor 135, Actor 370, Actor 442, Actor 465",United States,2013-10-27,1963,TV-14,179 min,"Comedies, Horror Movies",Ancient myths intertwine with modern life in this visually stunning epic.,2013,10,Oct,179.0,,United States,Comedies,50.0,0,1,2,5,Pre-1980s,Teens
s07059,Movie,Untitled Film 5575,Director 151,"Actor 101, Actor 136, Actor 195",United States,2011-12-19,2009,TV-MA,166 min,"Sci-Fi & Fantasy, Anime Features, Thrillers",A detective must race against time to solve a series of mysterious disappearances.,2011,12,Dec,166.0,,United States,Sci-Fi & Fantasy,2.0,0,1,3,3,2000s,Adults
s07060,TV Show,Untitled Series 2405,Director 121,"Actor 392, Actor 474, Actor 165, Actor 394, Actor 428","Thailand, Indonesia",2012-01-03,2006,TV-14,2 Seasons,"Talk Shows & Variety, TV Dramas","When the rules no longer apply, how far will you go to protect what you love?",2012,1,Jan,,2.0,Thailand,Talk Shows & Variety,6.0,1,1,2,5,2000s,Teens
s07061,Movie,Untitled Film 3963,Director 121,"Actor 349, Actor 162, Actor 263",United States,2008-02-05,2010,NR,68 min,International Movies,Ancient myths intertwine with modern life in this visually stunning epic.,2008,2,Feb,68.0,,United States,International Movies,0.0,0,0,1,3,2010s,Adults
s07062,Movie,Untitled Film 4069,Director 172,"Actor 234, Actor 107, Actor 228, Actor 292, Actor 276",United Kingdom,2014-06-18,1977,R,133 min,"Romantic Movies, Documentaries, Children & Family Movies",A detective must race against time to solve a series of mysterious disappearances.,2014,6,Jun,133.0,,United Kingdom,Romantic Movies,37.0,0,1,3,5,Pre-1980s,Adults
s07063,Movie,Untitled Film 3874,Director 6,"Actor 49, Actor 101, Actor 80",Japan,2016-01-17,1971,NR,78 min,"Music & Musicals, Comedies",A single decision ripples through generations in this powerful generational saga.,2016,1,Jan,78.0,,Japan,Music & Musicals,45.0,0,1,2,3,Pre-1980s,Adults
s07064,Movie,Untitled Film 5168,Director 89,"Actor 287, Actor 112, Actor 48, Actor 476, Actor 350, Actor 330, Actor 130",Hong Kong,2014-08-23,1950,PG-13,117 min,Horror Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.,2014,8,Aug,117.0,,Hong Kong,Horror Movies,64.0,0,0,1,7,Pre-1980s,Teens
s07065,Movie,Untitled Film 1053,Director 98,"Actor 337, Actor 69, Actor 225, Actor 295, Actor 211",United States,2020-08-03,1969,R,190 min,"Cult Movies, Dramas, Romantic Movies",A single decision ripples through generations in this powerful generational saga.,2020,8,Aug,190.0,,United States,Cult Movies,51.0,0,1,3,5,Pre-1980s,Adults
s07066,Movie,Untitled Film 4797,Director 64,"Actor 54, Actor 226, Actor 145, Actor 333, Actor 9",France,2018-10-12,1972,PG-13,85 min,Comedies,A gripping story of survival and redemption set against breathtaking landscapes.,2018,10,Oct,85.0,,France,Comedies,46.0,0,0,1,5,Pre-1980s,Teens
s07067,Movie,Untitled Film 4940,Director 129,"Actor 232, Actor 129, Actor 125",Canada,2009-09-25,2010,R,195 min,"Thrillers, Faith & Spirituality","Love, loss, and laughter collide in this heartwarming family drama.",2009,9,Sep,195.0,,Canada,Thrillers,0.0,0,1,2,3,2010s,Adults
s07068,TV Show,Untitled Series 764,Director 93,"Actor 141, Actor 103, Actor 424, Actor 228, Actor 65","India, Brazil",2012-02-28,1955,TV-Y,4 Seasons,Romantic TV Shows,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2012,2,Feb,,4.0,India,Romantic TV Shows,57.0,1,0,1,5,Pre-1980s,Kids
s07069,Movie,Untitled Film 1579,Raul Campos,"Actor 187, Actor 406, Actor 226, Actor 84, Actor 489",Germany,2010-03-07,1982,PG-13,194 min,"Documentaries, Thrillers",An unlikely friendship forms between two strangers in extraordinary circumstances.,2010,3,Mar,194.0,,Germany,Documentaries,28.0,0,1,2,5,1980s,Teens
s07070,Movie,Untitled Film 1474,Director 184,"Actor 139, Actor 298, Actor 419",United States,2021-11-30,1967,TV-MA,188 min,"Horror Movies, Cult Movies",A single decision ripples through generations in this powerful generational saga.,2021,11,Nov,188.0,,United States,Horror Movies,54.0,0,1,2,3,Pre-1980s,Adults
s07071,Movie,Untitled Film 5704,Director 122,Unknown,"Mexico, Philippines",2021-06-13,1981,NR,180 min,Documentaries,A gripping story of survival and redemption set against breathtaking landscapes.,2021,6,Jun,180.0,,Mexico,Documentaries,40.0,1,0,1,0,1980s,Adults
s07072,Movie,Untitled Film 353,Director 71,"Actor 174, Actor 412, Actor 206, Actor 389, Actor 56",India,2020-08-14,1976,R,85 min,"Dramas, LGBTQ Movies","Love, loss, and laughter collide in this heartwarming family drama.",2020,8,Aug,85.0,,India,Dramas,44.0,0,1,2,5,Pre-1980s,Adults
s07073,TV Show,Untitled Series 1767,Director 129,"Actor 401, Actor 335, Actor 395, Actor 259, Actor 284",India,2008-11-22,1981,TV-PG,1 Season,Classic & Cult TV,"In a world on the brink of collapse, one person holds the key to salvation.",2008,11,Nov,,1.0,India,Classic & Cult TV,27.0,0,0,1,5,1980s,Teens
s07074,Movie,Untitled Film 6332,Youssef Chahine,"Actor 40, Actor 126, Actor 216","Denmark, Philippines",2018-04-20,2009,R,195 min,Music & Musicals,"When the rules no longer apply, how far will you go to protect what you love?",2018,4,Apr,195.0,,Denmark,Music & Musicals,9.0,1,0,1,3,2000s,Adults
s07075,Movie,Untitled Film 1003,Unknown,"Actor 60, Actor 53, Actor 91",United States,2015-03-15,2006,R,175 min,"Classic Movies, Children & Family Movies, Dramas",A single decision ripples through generations in this powerful generational saga.,2015,3,Mar,175.0,,United States,Classic Movies,9.0,0,1,3,3,2000s,Adults
s07076,Movie,Untitled Film 2828,Director 146,"Actor 200, Actor 141, Actor 331, Actor 370, Actor 386",Argentina,2009-11-28,2005,R,159 min,LGBTQ Movies,"When the rules no longer apply, how far will you go to protect what you love?",2009,11,Nov,159.0,,Argentina,LGBTQ Movies,4.0,0,0,1,5,2000s,Adults
s07077,Movie,Untitled Film 3997,Director 116,"Actor 339, Actor 384, Actor 143, Actor 104, Actor 428",Italy,2019-01-21,2005,R,198 min,LGBTQ Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.,2019,1,Jan,198.0,,Italy,LGBTQ Movies,14.0,0,0,1,5,2000s,Adults
s07078,TV Show,Untitled Series 1510,Director 123,"Actor 45, Actor 150, Actor 480, Actor 403, Actor 246",Canada,2016-12-03,2005,TV-14,2 Seasons,Korean TV Shows,An unlikely friendship forms between two strangers in extraordinary circumstances.,2016,12,Dec,,2.0,Canada,Korean TV Shows,11.0,0,0,1,5,2000s,Teens
s07079,TV Show,Untitled Series 434,Marcus Raboy,"Actor 64, Actor 287, Actor 66, Actor 180, Actor 342, Actor 475, Actor 155",Nigeria,2021-12-28,2003,TV-PG,3 Seasons,"Classic & Cult TV, TV Thrillers",A detective must race against time to solve a series of mysterious disappearances.,2021,12,Dec,,3.0,Nigeria,Classic & Cult TV,18.0,0,1,2,7,2000s,Teens
s07080,Movie,Untitled Film 4279,Director 98,"Actor 440, Actor 183, Actor 198, Actor 94, Actor 21",South Korea,2018-11-18,1968,TV-MA,176 min,"Sci-Fi & Fantasy, Romantic Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.,2018,11,Nov,176.0,,South Korea,Sci-Fi & Fantasy,50.0,0,1,2,5,Pre-1980s,Adults
s07081,TV Show,Untitled Series 253,Director 42,"Actor 37, Actor 26, Actor 103, Actor 274, Actor 434",United States,2017-07-22,1955,TV-14,1 Season,"Talk Shows & Variety, TV Action & Adventure","Love, loss, and laughter collide in this heartwarming family drama.",2017,7,Jul,,1.0,United States,Talk Shows & Variety,62.0,0,1,2,5,Pre-1980s,Teens
s07082,Movie,Untitled Film 3964,Director 44,"Takuya Kimura, Actor 230, Actor 405",Australia,2009-11-19,2000,PG-13,186 min,"Independent Movies, Dramas",A detective must race against time to solve a series of mysterious disappearances.,2009,11,Nov,186.0,,Australia,Independent Movies,9.0,0,1,2,3,2000s,Teens
s07083,TV Show,Untitled Series 852,Director 22,"Actor 230, Actor 408, Actor 348",United States,2012-02-21,1992,TV-14,3 Seasons,"Anime Series, British TV Shows",A gripping story of survival and redemption set against breathtaking landscapes.,2012,2,Feb,,3.0,United States,Anime Series,20.0,0,1,2,3,1990s,Teens
s07084,TV Show,Untitled Series 91,Director 82,"Actor 89, Actor 75, Actor 315, Actor 70, Actor 120",India,2020-09-04,1998,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, Classic & Cult TV","When the rules no longer apply, how far will you go to protect what you love?",2020,9,Sep,,1.0,India,International TV Shows,22.0,0,1,3,5,1990s,Adults
s07085,TV Show,Untitled Series 2016,Director 196,"Actor 250, Actor 366, Actor 3","United States, Indonesia",2019-03-10,1979,TV-MA,1 Season,"Korean TV Shows, Anime Series",An unlikely friendship forms between two strangers in extraordinary circumstances.,2019,3,Mar,,1.0,United States,Korean TV Shows,40.0,1,1,2,3,Pre-1980s,Adults
s07086,TV Show,Untitled Series 2054,Director 63,"Takuya Kimura, Actor 154, Actor 212",Australia,2020-02-04,1979,TV-14,1 Season,British TV Shows,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2020,2,Feb,,1.0,Australia,British TV Shows,41.0,0,0,1,3,Pre-1980s,Teens
s07087,Movie,Untitled Film 5881,Director 79,"Actor 318, Actor 223, Anupam Kher, Actor 59, Actor 492, Actor 266, Actor 172",United States,2009-01-20,2008,R,147 min,"Children & Family Movies, Horror Movies","In a world on the brink of collapse, one person holds the key to salvation.",2009,1,Jan,147.0,,United States,Children & Family Movies,1.0,0,1,2,7,2000s,Adults
s07088,Movie,Untitled Film 6343,Director 191,"Actor 428, Actor 354, Actor 417",United States,2013-07-09,1974,R,99 min,Faith & Spirituality,An unlikely friendship forms between two strangers in extraordinary circumstances.,2013,7,Jul,99.0,,United States,Faith & Spirituality,39.0,0,0,1,3,Pre-1980s,Adults
s07089,Movie,Untitled Film 5275,Director 155,"Actor 190, Actor 330, Actor 284",India,2017-03-08,1956,PG,154 min,"Sci-Fi & Fantasy, LGBTQ Movies","When the rules no longer apply, how far will you go to protect what you love?",2017,3,Mar,154.0,,India,Sci-Fi & Fantasy,61.0,0,1,2,3,Pre-1980s,Teens
s07090,Movie,Untitled Film 3171,Director 99,"Actor 401, Actor 301, Actor 434, Actor 113, Actor 241, Actor 207, Actor 332",United States,2020-11-01,2011,PG-13,153 min,"Music & Musicals, Sports Movies","In a world on the brink of collapse, one person holds the key to salvation.",2020,11,Nov,153.0,,United States,Music & Musicals,9.0,0,1,2,7,2010s,Teens
s07091,TV Show,Untitled Series 1766,Director 146,"Actor 97, Actor 155, Actor 301, Actor 426, Actor 142, Actor 187, Actor 277",Germany,2019-10-27,1999,TV-MA,1 Season,"TV Sci-Fi & Fantasy, TV Comedies","Secrets buried for decades resurface, threatening to destroy everything.",2019,10,Oct,,1.0,Germany,TV Sci-Fi & Fantasy,20.0,0,1,2,7,1990s,Adults
s07092,Movie,Untitled Film 4044,Director 125,"Actor 273, Actor 229, Actor 123, Actor 172, Actor 20","Mexico, Nigeria",2010-05-10,2007,G,116 min,"Cult Movies, Sci-Fi & Fantasy, Documentaries",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2010,5,May,116.0,,Mexico,Cult Movies,3.0,1,1,3,5,2000s,Kids
s07093,Movie,Untitled Film 5838,Director 146,"Actor 131, Actor 121, Actor 201, Actor 94, Actor 126","Brazil, France",2009-08-15,2017,PG,129 min,"Children & Family Movies, Documentaries","In a world on the brink of collapse, one person holds the key to salvation.",2009,8,Aug,129.0,,Brazil,Children & Family Movies,0.0,1,1,2,5,2010s,Teens
s07094,Movie,Untitled Film 918,Director 180,"Actor 408, Actor 391, Actor 48, Actor 231, Actor 72",United States,2015-06-29,1979,TV-MA,147 min,"Children & Family Movies, Sports Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2015,6,Jun,147.0,,United States,Children & Family Movies,36.0,0,1,2,5,Pre-1980s,Adults
s07095,Movie,Untitled Film 5795,Alejandro G. Inarritu,"Actor 290, Shun Oguri, Actor 275",France,2009-09-14,1976,G,183 min,"Action & Adventure, Comedies","In a world on the brink of collapse, one person holds the key to salvation.",2009,9,Sep,183.0,,France,Action & Adventure,33.0,0,1,2,3,Pre-1980s,Kids
s07096,TV Show,Untitled Series 1898,Director 11,"Javier Bardem, Actor 58, Actor 106",United States,2008-08-04,2003,TV-14,7 Seasons,TV Dramas,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2008,8,Aug,,7.0,United States,TV Dramas,5.0,0,0,1,3,2000s,Teens
s07097,Movie,Untitled Film 201,Bong Joon-ho,"Actor 271, Actor 83, Actor 313, Actor 322, Actor 293, Actor 204, Actor 178",South Korea,2017-06-06,1958,R,158 min,Cult Movies,Ancient myths intertwine with modern life in this visually stunning epic.,2017,6,Jun,158.0,,South Korea,Cult Movies,59.0,0,0,1,7,Pre-1980s,Adults
s07098,TV Show,Untitled Series 2224,Director 54,"Actor 452, Actor 188, Actor 302, Actor 376, Actor 404",United States,2014-07-03,1988,TV-MA,1 Season,"Crime TV Shows, TV Horror","When the rules no longer apply, how far will you go to protect what you love?",2014,7,Jul,,1.0,United States,Crime TV Shows,26.0,0,1,2,5,1980s,Adults
s07099,TV Show,Untitled Series 1272,Unknown,"Actor 7, Actor 283, Actor 425, Actor 190, Actor 381, Actor 24, Actor 340",India,2011-02-16,1977,TV-14,1 Season,"Romantic TV Shows, TV Sci-Fi & Fantasy",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2011,2,Feb,,1.0,India,Romantic TV Shows,34.0,0,1,2,7,Pre-1980s,Teens
s07100,Movie,Untitled Film 6346,Director 14,"Actor 51, Actor 48, Actor 301, Yoon Kye-sang, Actor 489",India,2008-03-23,2014,PG,96 min,"Thrillers, Documentaries, Stand-Up Comedy","In a world on the brink of collapse, one person holds the key to salvation.",2008,3,Mar,96.0,,India,Thrillers,0.0,0,1,3,5,2010s,Teens
s07101,Movie,Untitled Film 2483,Director 171,Unknown,United States,2010-11-29,1998,R,146 min,"Romantic Movies, Faith & Spirituality",A detective must race against time to solve a series of mysterious disappearances.,2010,11,Nov,146.0,,United States,Romantic Movies,12.0,0,1,2,0,1990s,Adults
s07102,TV Show,Untitled Series 1622,Director 86,"Actor 256, Actor 294, Actor 252, Nicolas Cage, Actor 228, Actor 314, Actor 165",Poland,2016-05-19,2021,TV-PG,7 Seasons,"Teen TV Shows, Talk Shows & Variety",A single decision ripples through generations in this powerful generational saga.,2016,5,May,,7.0,Poland,Teen TV Shows,0.0,0,1,2,7,2020s,Teens
s07103,Movie,Untitled Film 6000,Quentin Tarantino,"Actor 142, Actor 348, Actor 303",China,2016-04-01,1976,PG,145 min,"LGBTQ Movies, Cult Movies","In a world on the brink of collapse, one person holds the key to salvation.",2016,4,Apr,145.0,,China,LGBTQ Movies,40.0,0,1,2,3,Pre-1980s,Teens
s07104,Movie,Untitled Film 2033,Director 151,"Actor 399, Actor 401, Actor 102, Actor 38, Actor 134",United States,2008-02-10,2020,NR,184 min,"Children & Family Movies, Stand-Up Comedy",A gripping story of survival and redemption set against breathtaking landscapes.,2008,2,Feb,184.0,,United States,Children & Family Movies,0.0,0,1,2,5,2020s,Adults
s07105,Movie,Untitled Film 2894,Director 24,"Actor 71, Actor 228, Actor 468, Actor 59, Actor 291",United States,2015-09-30,1958,TV-PG,67 min,Independent Movies,"When the rules no longer apply, how far will you go to protect what you love?",2015,9,Sep,67.0,,United States,Independent Movies,57.0,0,0,1,5,Pre-1980s,Teens
s07106,Movie,Untitled Film 10,Director 73,"Actor 228, Actor 42, Actor 483, Actor 323, Actor 119","India, Hong Kong",2013-09-25,1952,PG,98 min,"Stand-Up Comedy, Horror Movies, Sports Movies",A single decision ripples through generations in this powerful generational saga.,2013,9,Sep,98.0,,India,Stand-Up Comedy,61.0,1,1,3,5,Pre-1980s,Teens
s07107,Movie,Untitled Film 5607,Director 109,"Actor 238, Actor 357, Actor 335","United Kingdom, France",2015-04-28,1960,R,121 min,LGBTQ Movies,"In a world on the brink of collapse, one person holds the key to salvation.",2015,4,Apr,121.0,,United Kingdom,LGBTQ Movies,55.0,1,0,1,3,Pre-1980s,Adults
s07108,Movie,Untitled Film 6437,Director 130,"Actor 311, Actor 276, Actor 419, Anupam Kher, Actor 220",South Korea,2012-08-27,1962,R,178 min,Horror Movies,A detective must race against time to solve a series of mysterious disappearances.,2012,8,Aug,178.0,,South Korea,Horror Movies,50.0,0,0,1,5,Pre-1980s,Adults
s07109,TV Show,Untitled Series 2469,David Fincher,Unknown,Germany,2018-12-11,1983,TV-14,1 Season,"TV Thrillers, Anime Series, TV Action & Adventure",A gripping story of survival and redemption set against breathtaking landscapes.,2018,12,Dec,,1.0,Germany,TV Thrillers,35.0,0,1,3,0,1980s,Teens
s07110,TV Show,Untitled Series 945,Director 157,"Actor 100, Actor 464, Actor 10, Actor 68, Actor 195",United States,2013-05-18,1987,TV-MA,1 Season,"Reality TV, Romantic TV Shows",An unlikely friendship forms between two strangers in extraordinary circumstances.,2013,5,May,,1.0,United States,Reality TV,26.0,0,1,2,5,1980s,Adults
s07111,Movie,Untitled Film 3634,Director 143,"Actor 353, Actor 71, Actor 409, Actor 66, Actor 169, Actor 373, Actor 465",United States,2017-01-21,1974,PG,88 min,Sci-Fi & Fantasy,A single decision ripples through generations in this powerful generational saga.,2017,1,Jan,88.0,,United States,Sci-Fi & Fantasy,43.0,0,0,1,7,Pre-1980s,Teens
s07112,Movie,Untitled Film 4653,Director 46,Unknown,Denmark,2017-12-18,1993,TV-MA,163 min,Anime Features,An unlikely friendship forms between two strangers in extraordinary circumstances.,2017,12,Dec,163.0,,Denmark,Anime Features,24.0,0,0,1,0,1990s,Adults
s07113,Movie,Untitled Film 2049,Steven Spielberg,"Actor 350, Actor 171, Actor 74, Actor 28, Actor 126","India, Argentina",2015-02-18,1966,PG,132 min,"Comedies, Documentaries",An unlikely friendship forms between two strangers in extraordinary circumstances.,2015,2,Feb,132.0,,India,Comedies,49.0,1,1,2,5,Pre-1980s,Teens
s07114,Movie,Untitled Film 5239,Director 170,"Actor 49, Takuya Kimura, Actor 358, Actor 410, Actor 342",Indonesia,2019-03-14,2013,TV-MA,181 min,"Sports Movies, Dramas, Horror Movies","Love, loss, and laughter collide in this heartwarming family drama.",2019,3,Mar,181.0,,Indonesia,Sports Movies,6.0,0,1,3,5,2010s,Adults
s07115,TV Show,Untitled Series 2465,Director 75,"Actor 272, Actor 252, Actor 218",United States,2016-11-26,1967,TV-G,1 Season,International TV Shows,"Secrets buried for decades resurface, threatening to destroy everything.",2016,11,Nov,,1.0,United States,International TV Shows,49.0,0,0,1,3,Pre-1980s,Kids
